"","dates","sp_all","abundance_cold"
"99","2009","Calidris ferruginea",0
"100","2010","Calidris ferruginea",0
"101","2011","Calidris ferruginea",50.625
"102","2012","Calidris ferruginea",0
"103","2013","Calidris ferruginea",84.375
"104","2014","Calidris ferruginea",101.25
"105","2015","Calidris ferruginea",0
"106","1981","Calidris minuta",22.5
"107","1982","Calidris minuta",7.5
"108","1983","Calidris minuta",180
"109","1984","Calidris minuta",150
"110","1985","Calidris minuta",30
"111","1986","Calidris minuta",0
"112","1987","Calidris minuta",22.5
"113","1988","Calidris minuta",0
"114","1989","Calidris minuta",405
"115","1990","Calidris minuta",322.5
"116","1991","Calidris minuta",157.5
"117","1992","Calidris minuta",300
"118","1993","Calidris minuta",225
"119","1994","Calidris minuta",0
"120","1995","Calidris minuta",75
"121","1996","Calidris minuta",0
"122","1997","Calidris minuta",30
"123","1998","Calidris minuta",37.5
"124","1999","Calidris minuta",210
"125","2000","Calidris minuta",232.5
"126","2001","Calidris minuta",0
"127","2002","Calidris minuta",397.5
"128","2003","Calidris minuta",7.5
"129","2004","Calidris minuta",45
"130","2005","Calidris minuta",22.5
"131","2006","Calidris minuta",172.5
"132","2007","Calidris minuta",960
"133","2008","Calidris minuta",15
"134","2009","Calidris minuta",225
"135","2010","Calidris minuta",405
"136","2011","Calidris minuta",360
"137","2012","Calidris minuta",502.5
"138","2013","Calidris minuta",435
"139","2014","Calidris minuta",352.5
"140","2015","Calidris minuta",247.5
"141","1981","Calidris alba",0
"142","1982","Calidris alba",0
"143","1983","Calidris alba",0
"144","1984","Calidris alba",0
"145","1985","Calidris alba",0
"146","1986","Calidris alba",0
"147","1987","Calidris alba",0
"148","1988","Calidris alba",0
"149","1989","Calidris alba",0
"150","1990","Calidris alba",0
"151","1991","Calidris alba",0
"152","1992","Calidris alba",0
"153","1993","Calidris alba",0
"154","1994","Calidris alba",0
"155","1995","Calidris alba",0
"156","1996","Calidris alba",0
"157","1997","Calidris alba",0
"158","1998","Calidris alba",0
"159","1999","Calidris alba",0
"160","2000","Calidris alba",0
"161","2001","Calidris alba",0
"162","2002","Calidris alba",0
"163","2003","Calidris alba",0
"164","2004","Calidris alba",0
"165","2005","Calidris alba",0
"166","2006","Calidris alba",0
"167","2007","Calidris alba",0
"168","2008","Calidris alba",0
"169","2009","Calidris alba",0
"170","2010","Calidris alba",0
"171","2011","Calidris alba",0
"172","2012","Calidris alba",178.75
"173","2013","Calidris alba",0
"174","2014","Calidris alba",0
"175","2015","Calidris alba",32.5
"176","1981","Calidris temminckii",0
"177","1982","Calidris temminckii",0
"178","1983","Calidris temminckii",0
"179","1984","Calidris temminckii",0
"180","1985","Calidris temminckii",0
"181","1986","Calidris temminckii",0
"182","1987","Calidris temminckii",0
"183","1988","Calidris temminckii",0
"184","1989","Calidris temminckii",0
"185","1990","Calidris temminckii",0
"186","1991","Calidris temminckii",0
"187","1992","Calidris temminckii",6.125
"188","1993","Calidris temminckii",12.25
"189","1994","Calidris temminckii",0
"190","1995","Calidris temminckii",0
"191","1996","Calidris temminckii",0
"192","1997","Calidris temminckii",0
"193","1998","Calidris temminckii",0
"194","1999","Calidris temminckii",0
"195","2000","Calidris temminckii",0
"196","2001","Calidris temminckii",0
"197","2002","Calidris temminckii",0
"198","2003","Calidris temminckii",0
"199","2004","Calidris temminckii",0
"200","2005","Calidris temminckii",0
"201","2006","Calidris temminckii",0
"202","2007","Calidris temminckii",0
"203","2008","Calidris temminckii",0
"204","2009","Calidris temminckii",0
"205","2010","Calidris temminckii",0
"206","2011","Calidris temminckii",0
"207","2012","Calidris temminckii",0
"208","2013","Calidris temminckii",0
"209","2014","Calidris temminckii",0
"210","2015","Calidris temminckii",0
"211","1981","Philomachus pugnax",0
"212","1982","Philomachus pugnax",0
"213","1983","Philomachus pugnax",0
"214","1984","Philomachus pugnax",27.5
"215","1985","Philomachus pugnax",0
"216","1986","Philomachus pugnax",0
"217","1987","Philomachus pugnax",0
"218","1988","Philomachus pugnax",27.5
"219","1989","Philomachus pugnax",0
"220","1990","Philomachus pugnax",0
"221","1991","Philomachus pugnax",0
"222","1992","Philomachus pugnax",0
"223","1993","Philomachus pugnax",0
"224","1994","Philomachus pugnax",0
"225","1995","Philomachus pugnax",0
"226","1996","Philomachus pugnax",55
"227","1997","Philomachus pugnax",0
"228","1998","Philomachus pugnax",0
"229","1999","Philomachus pugnax",0
"230","2000","Philomachus pugnax",0
"231","2001","Philomachus pugnax",0
"232","2002","Philomachus pugnax",0
"233","2003","Philomachus pugnax",0
"234","2004","Philomachus pugnax",0
"235","2005","Philomachus pugnax",0
"236","2006","Philomachus pugnax",0
"237","2007","Philomachus pugnax",0
"238","2008","Philomachus pugnax",0
"239","2009","Philomachus pugnax",0
"240","2010","Philomachus pugnax",0
"241","2011","Philomachus pugnax",0
"242","2012","Philomachus pugnax",0
"243","2013","Philomachus pugnax",0
"244","2014","Philomachus pugnax",27.5
"245","2015","Philomachus pugnax",0
